"","TrueNeg","FalseNeg","FalsePos","TruePos","Cutoff","sensitivity","specificity","FalsePosRate","PctCorrect"
"127",81,0,87,80,0.0114483931268925,1,0.482142857142857,0.517857142857143,0.649193548387097
"153",80,0,88,80,0.0103199489757325,1,0.476190476190476,0.523809523809524,0.645161290322581
"109",79,0,89,80,0.0102558873436581,1,0.470238095238095,0.529761904761905,0.641129032258065
"120",78,0,90,80,0.00975252408158784,1,0.464285714285714,0.535714285714286,0.637096774193548
"130",77,0,91,80,0.00765342938281441,1,0.458333333333333,0.541666666666667,0.633064516129032
"182",76,0,92,80,0.00732860682278498,1,0.452380952380952,0.547619047619048,0.629032258064516
"111",75,0,93,80,0.00661971860067911,1,0.446428571428571,0.553571428571429,0.625
"125",74,0,94,80,0.00612990013566525,1,0.44047619047619,0.55952380952381,0.620967741935484
"126",73,0,95,80,0.00577837027664466,1,0.43452380952381,0.56547619047619,0.616935483870968
"149",72,0,96,80,0.00565786420805769,1,0.428571428571429,0.571428571428571,0.612903225806452
"131",71,0,97,80,0.00520865281358482,1,0.422619047619048,0.577380952380952,0.608870967741935
"97",70,0,98,80,0.00505483605760518,1,0.416666666666667,0.583333333333333,0.604838709677419
"174",69,0,99,80,0.004567853931324,1,0.410714285714286,0.589285714285714,0.600806451612903
"186",68,0,100,80,0.00428161425261964,1,0.404761904761905,0.595238095238095,0.596774193548387
"75",67,0,101,80,0.00426791956768272,1,0.398809523809524,0.601190476190476,0.592741935483871
"84",66,0,102,80,0.00344443225724295,1,0.392857142857143,0.607142857142857,0.588709677419355
"74",65,0,103,80,0.00299763286438764,1,0.386904761904762,0.613095238095238,0.584677419354839
"160",64,0,104,80,0.00273629902237525,1,0.380952380952381,0.619047619047619,0.580645161290323
"158",63,0,105,80,0.00259492755905767,1,0.375,0.625,0.576612903225806
"143",62,0,106,80,0.00225160535910044,1,0.369047619047619,0.630952380952381,0.57258064516129
"121",61,0,107,80,0.00211183771136634,1,0.363095238095238,0.636904761904762,0.568548387096774
"135",60,0,108,80,0.00185531408058061,1,0.357142857142857,0.642857142857143,0.564516129032258
"134",59,0,109,80,0.00181577936172241,1,0.351190476190476,0.648809523809524,0.560483870967742
"151",58,0,110,80,0.001614360833071,1,0.345238095238095,0.654761904761905,0.556451612903226
"99",57,0,111,80,0.00160790464952137,1,0.339285714285714,0.660714285714286,0.55241935483871
"61",56,0,112,80,0.00153329720032222,1,0.333333333333333,0.666666666666667,0.548387096774194
"94",55,0,113,80,0.00129323305485124,1,0.327380952380952,0.672619047619048,0.544354838709677
"150",54,0,114,80,0.00124783785013686,1,0.321428571428571,0.678571428571429,0.540322580645161
